date,kmtotal,kmopen,pistastotal,pistasopen,espesormin,espesormax,calidadnieve,kmprocessed,pistasprocessed,minprocessed,maxprocessed,idestado,name,Pista_total,Piste_verdi,Piste_blu,Piste_rosse,Piste_nere,Impianti_risalita,Capacità,Quota_max,Quota_min,Snowpark,Area_gare,Slalom,Superpipe,Scii_notte,Area_bambini,Prezzo_skipass,Prezzo_noleggio,Prezzo_scuola,espesor_medio,indice_tecnico
2021-11-20,145.0,0.0,145,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,0.0,0.49186425061425054
2021-11-21,145.0,0.0,145,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,0.0,0.46186425061425057
2021-11-22,145.0,0.0,145,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,0.0,0.49186425061425054
2021-11-23,145.0,0.0,145,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,0.0,0.5718642506142506
2021-11-24,145.0,0.0,145,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,0.0,0.5718642506142506
2021-11-25,145.0,0.0,145,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,0.0,0.5718642506142506
2021-11-26,145.0,22.0,145,11.0,20.0,50.0,Polvo,22.0,11.0,20.0,50.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,35.0,0.6218642506142507
2021-11-27,145.0,49.0,145,38.0,20.0,50.0,Polvo,49.0,38.0,20.0,50.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,35.0,0.5718642506142506
2021-11-28,145.0,40.0,145,30.0,20.0,50.0,Polvo,40.0,30.0,20.0,50.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,35.0,0.5718642506142506
2021-11-29,145.0,48.0,145,42.0,30.0,60.0,Polvo,48.0,42.0,30.0,60.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,45.0,0.6275785363285364
2021-11-30,145.0,69.0,145,55.0,30.0,60.0,Polvo,69.0,55.0,30.0,60.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,45.0,0.6275785363285364
2021-12-01,145.0,69.0,145,56.0,30.0,60.0,Polvo,69.0,56.0,30.0,60.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,45.0,0.6275785363285364
2021-12-02,145.0,70.0,145,58.0,30.0,60.0,Polvo,70.0,58.0,30.0,60.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,45.0,0.6275785363285364
2021-12-03,145.0,83.0,145,64.0,30.0,60.0,Polvo,83.0,64.0,30.0,60.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,45.0,0.6275785363285364
2021-12-04,145.0,118.0,145,95.0,30.0,60.0,Polvo,118.0,95.0,30.0,60.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,45.0,0.6275785363285364
2021-12-05,145.0,116.0,145,94.0,30.0,60.0,Polvo,116.0,94.0,30.0,60.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,45.0,0.6275785363285364
2021-12-06,145.0,72.0,145,67.0,50.0,90.0,Polvo,72.0,67.0,50.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,70.0,0.6418642506142507
2021-12-07,145.0,119.0,145,112.0,50.0,90.0,Polvo,119.0,112.0,50.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,70.0,0.6418642506142507
2021-12-08,145.0,115.0,145,106.0,50.0,90.0,Polvo/Dura,115.0,106.0,50.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,70.0,0.6118642506142506
2021-12-09,145.0,115.0,145,106.0,30.0,90.0,Polvo/Dura,115.0,106.0,30.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,60.0,0.6361499648999649
2021-12-10,145.0,83.0,145,71.0,30.0,90.0,Polvo/Húmeda,83.0,71.0,30.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,60.0,0.6361499648999649
2021-12-11,145.0,85.0,145,90.0,50.0,100.0,Polvo,85.0,90.0,50.0,100.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,75.0,0.6147213934713935
2021-12-12,145.0,115.0,145,111.0,50.0,100.0,Polvo,115.0,111.0,50.0,100.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,75.0,0.6447213934713936
2021-12-13,145.0,117.0,145,112.0,50.0,100.0,Polvo,117.0,112.0,50.0,100.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,75.0,0.6447213934713936
2021-12-14,145.0,113.0,145,109.0,50.0,100.0,Polvo,113.0,109.0,50.0,100.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,75.0,0.6147213934713935
2021-12-15,145.0,121.0,145,118.0,50.0,100.0,Polvo,121.0,118.0,50.0,100.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,75.0,0.6447213934713936
2021-12-16,145.0,123.0,145,119.0,30.0,100.0,Polvo,123.0,119.0,30.0,100.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2021-12-17,145.0,124.0,145,120.0,30.0,100.0,Polvo,124.0,120.0,30.0,100.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2021-12-18,145.0,127.0,145,121.0,30.0,100.0,Polvo,127.0,121.0,30.0,100.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2021-12-19,145.0,123.0,145,119.0,30.0,100.0,Polvo,123.0,119.0,30.0,100.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2021-12-20,145.0,119.0,145,114.0,30.0,100.0,Polvo,119.0,114.0,30.0,100.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2021-12-21,145.0,121.0,145,115.0,30.0,100.0,Polvo,121.0,115.0,30.0,100.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6690071077571078
2021-12-22,145.0,120.0,145,114.0,40.0,85.0,Polvo,120.0,114.0,40.0,85.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6675785363285363
2021-12-23,145.0,120.0,145,113.0,40.0,85.0,Polvo,120.0,113.0,40.0,85.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6375785363285363
2021-12-24,145.0,116.0,145,109.0,40.0,85.0,Polvo,116.0,109.0,40.0,85.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6675785363285363
2021-12-25,145.0,104.0,145,99.0,40.0,85.0,Polvo/Dura,104.0,99.0,40.0,85.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6675785363285363
2021-12-26,145.0,116.0,145,110.0,40.0,85.0,Polvo/Dura,116.0,110.0,40.0,85.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6375785363285363
2021-12-27,145.0,114.0,145,109.0,40.0,85.0,Polvo/Primavera,114.0,109.0,40.0,85.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6675785363285363
2021-12-28,145.0,113.0,145,110.0,40.0,85.0,Polvo/Dura/Húmeda,113.0,110.0,40.0,85.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6675785363285363
2021-12-29,145.0,112.0,145,109.0,30.0,80.0,Polvo/Húmeda,112.0,109.0,30.0,80.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,55.0,0.6332928220428221
2021-12-30,145.0,113.0,145,110.0,30.0,80.0,Polvo/Primavera,113.0,110.0,30.0,80.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,55.0,0.663292822042822
2021-12-31,145.0,104.0,145,98.0,30.0,75.0,Polvo/Primavera,104.0,98.0,30.0,75.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,52.5,0.6618642506142507
2022-01-01,145.0,100.0,145,93.0,30.0,75.0,Polvo/Primavera,100.0,93.0,30.0,75.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,52.5,0.6318642506142507
2022-01-02,145.0,100.0,145,94.0,30.0,75.0,Polvo/Húmeda/Primavera,100.0,94.0,30.0,75.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,52.5,0.6468642506142507
2022-01-03,145.0,100.0,145,94.0,30.0,75.0,Polvo/Primavera,100.0,94.0,30.0,75.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,52.5,0.6468642506142507
2022-01-04,145.0,88.0,145,78.0,30.0,75.0,Polvo/Húmeda/Primavera,88.0,78.0,30.0,75.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,52.5,0.6018642506142506
2022-01-05,145.0,92.0,145,84.0,30.0,75.0,Polvo/Dura,92.0,84.0,30.0,75.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,52.5,0.6468642506142507
2022-01-06,145.0,99.0,145,87.0,30.0,75.0,Polvo/Dura,99.0,87.0,30.0,75.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,52.5,0.6468642506142507
2022-01-07,145.0,99.0,145,89.0,30.0,75.0,Polvo/Dura,99.0,89.0,30.0,75.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,52.5,0.6018642506142506
2022-01-08,145.0,100.0,145,91.0,30.0,75.0,Polvo/Dura,100.0,91.0,30.0,75.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,52.5,0.6468642506142507
2022-01-09,145.0,100.0,145,92.0,30.0,80.0,Polvo/Dura,100.0,92.0,30.0,80.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,55.0,0.6482928220428221
2022-01-10,145.0,45.0,145,47.0,30.0,80.0,Polvo/Húmeda,45.0,47.0,30.0,80.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,55.0,0.6032928220428221
2022-01-11,145.0,100.0,145,90.0,40.0,90.0,Polvo/Dura,100.0,90.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2022-01-12,145.0,100.0,145,91.0,40.0,90.0,Polvo/Dura,100.0,91.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2022-01-13,145.0,100.0,145,91.0,40.0,90.0,Polvo/Dura,100.0,91.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6090071077571078
2022-01-14,145.0,100.0,145,91.0,40.0,90.0,Polvo/Dura,100.0,91.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6090071077571078
2022-01-15,145.0,101.0,145,95.0,40.0,90.0,Polvo/Dura,101.0,95.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6090071077571078
2022-01-16,145.0,101.0,145,94.0,40.0,90.0,Polvo/Dura,101.0,94.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.5790071077571077
2022-01-17,145.0,100.0,145,91.0,40.0,90.0,Polvo/Dura,100.0,91.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.5790071077571077
2022-01-18,145.0,100.0,145,91.0,40.0,90.0,Polvo/Dura,100.0,91.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.5790071077571077
2022-01-19,145.0,100.0,145,91.0,40.0,90.0,Polvo/Dura,100.0,91.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.5790071077571077
2022-01-20,145.0,100.0,145,90.0,40.0,90.0,Polvo/Dura,100.0,90.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.5940071077571077
2022-01-21,145.0,100.0,145,90.0,40.0,90.0,Polvo/Dura,100.0,90.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.5940071077571077
2022-01-22,145.0,100.0,145,94.0,40.0,90.0,Polvo/Dura,100.0,94.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.5790071077571077
2022-01-23,145.0,100.0,145,94.0,40.0,90.0,Polvo/Dura,100.0,94.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6240071077571078
2022-01-24,145.0,99.0,145,88.0,40.0,90.0,Polvo/Dura,99.0,88.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6240071077571078
2022-01-25,145.0,99.0,145,89.0,40.0,90.0,Polvo/Dura,99.0,89.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6090071077571078
2022-01-26,145.0,99.0,145,89.0,40.0,90.0,Polvo/Dura,99.0,89.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2022-01-27,145.0,99.0,145,89.0,40.0,90.0,Polvo/Dura,99.0,89.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2022-01-28,145.0,99.0,145,89.0,40.0,90.0,Polvo/Dura,99.0,89.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6090071077571078
2022-01-29,145.0,99.0,145,91.0,40.0,90.0,Polvo/Dura,99.0,91.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2022-01-30,145.0,99.0,145,91.0,40.0,90.0,Polvo/Dura,99.0,91.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2022-01-31,145.0,99.0,145,89.0,40.0,90.0,Polvo/Dura,99.0,89.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2022-02-01,145.0,56.0,145,54.0,40.0,90.0,Polvo/Dura,56.0,54.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6540071077571078
2022-02-02,145.0,99.0,145,89.0,40.0,90.0,Polvo/Dura,99.0,89.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6540071077571078
2022-02-03,145.0,99.0,145,89.0,40.0,90.0,Polvo/Dura,99.0,89.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2022-02-04,145.0,99.0,145,88.0,40.0,90.0,Polvo/Dura,99.0,88.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6540071077571078
2022-02-05,145.0,100.0,145,89.0,40.0,90.0,Polvo/Dura,100.0,89.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6540071077571078
2022-02-06,145.0,100.0,145,89.0,40.0,90.0,Polvo/Dura,100.0,89.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2022-02-07,145.0,79.0,145,74.0,40.0,90.0,Polvo/Dura,79.0,74.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6690071077571078
2022-02-08,145.0,99.0,145,88.0,40.0,90.0,Polvo/Dura,99.0,88.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6690071077571078
2022-02-09,145.0,97.0,145,87.0,40.0,90.0,Polvo/Dura,97.0,87.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2022-02-10,145.0,97.0,145,87.0,40.0,90.0,Polvo/Dura,97.0,87.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6690071077571078
2022-02-11,145.0,97.0,145,88.0,40.0,90.0,Polvo/Dura,97.0,88.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6690071077571078
2022-02-12,145.0,97.0,145,89.0,40.0,90.0,Polvo/Dura,97.0,89.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2022-02-13,145.0,97.0,145,89.0,40.0,90.0,Polvo/Dura,97.0,89.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6690071077571078
2022-02-14,145.0,97.0,145,87.0,40.0,90.0,Polvo/Dura,97.0,87.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6690071077571078
2022-02-15,145.0,97.0,145,87.0,40.0,90.0,Polvo/Dura,97.0,87.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2022-02-16,145.0,98.0,145,88.0,40.0,90.0,Polvo/Dura,98.0,88.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6690071077571078
2022-02-17,145.0,98.0,145,88.0,40.0,90.0,Polvo/Dura,98.0,88.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6190071077571078
2022-02-18,145.0,98.0,145,88.0,40.0,90.0,Polvo/Dura,98.0,88.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6390071077571078
2022-02-19,145.0,98.0,145,89.0,40.0,90.0,Polvo/Primavera,98.0,89.0,40.0,90.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,65.0,0.6690071077571078
2022-02-20,145.0,99.0,145,90.0,40.0,95.0,Polvo,99.0,90.0,40.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,67.5,0.6704356791856793
2022-02-21,145.0,98.0,145,88.0,40.0,95.0,Polvo/Dura/Primavera,98.0,88.0,40.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,67.5,0.6404356791856792
2022-02-22,145.0,98.0,145,88.0,40.0,95.0,Polvo/Dura,98.0,88.0,40.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,67.5,0.6704356791856793
2022-02-23,145.0,99.0,145,89.0,40.0,95.0,Polvo/Dura,99.0,89.0,40.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,67.5,0.6704356791856793
2022-02-24,145.0,97.0,145,87.0,40.0,95.0,Polvo/Dura,97.0,87.0,40.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,67.5,0.6404356791856792
2022-02-25,145.0,97.0,145,87.0,40.0,95.0,Polvo/Dura,97.0,87.0,40.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,67.5,0.6704356791856793
2022-02-26,145.0,98.0,145,89.0,40.0,95.0,Polvo/Dura,98.0,89.0,40.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,67.5,0.6704356791856793
2022-02-27,145.0,98.0,145,89.0,40.0,95.0,Polvo/Dura,98.0,89.0,40.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,67.5,0.5904356791856792
2022-02-28,145.0,98.0,145,88.0,30.0,95.0,Polvo/Dura,98.0,88.0,30.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6675785363285363
2022-03-01,145.0,91.0,145,81.0,30.0,95.0,Polvo/Dura,91.0,81.0,30.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6175785363285363
2022-03-02,145.0,82.0,145,78.0,30.0,95.0,Polvo/Dura,82.0,78.0,30.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6375785363285363
2022-03-03,145.0,98.0,145,84.0,30.0,95.0,Polvo/Dura,98.0,84.0,30.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6675785363285363
2022-03-04,145.0,95.0,145,85.0,30.0,95.0,Polvo/Dura/Primavera,95.0,85.0,30.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6675785363285363
2022-03-05,145.0,95.0,145,84.0,30.0,95.0,Polvo/Dura/Primavera,95.0,84.0,30.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.5875785363285363
2022-03-06,145.0,95.0,145,84.0,30.0,95.0,Polvo/Húmeda,95.0,84.0,30.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6675785363285363
2022-03-07,145.0,95.0,145,84.0,30.0,95.0,Polvo/Húmeda,95.0,84.0,30.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6675785363285363
2022-03-08,145.0,95.0,145,84.0,30.0,95.0,Polvo/Húmeda,95.0,84.0,30.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6675785363285363
2022-03-09,145.0,95.0,145,85.0,30.0,95.0,Polvo/Húmeda,95.0,85.0,30.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6675785363285363
2022-03-10,145.0,95.0,145,85.0,30.0,95.0,Polvo/Húmeda,95.0,85.0,30.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6675785363285363
2022-03-11,145.0,95.0,145,85.0,30.0,95.0,Polvo/Húmeda,95.0,85.0,30.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6675785363285363
2022-03-12,145.0,100.0,145,92.0,30.0,95.0,Polvo,100.0,92.0,30.0,95.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,62.5,0.6675785363285363
2022-03-13,145.0,109.0,145,102.0,50.0,120.0,Polvo/Húmeda,109.0,102.0,50.0,120.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,85.0,0.6804356791856793
2022-03-14,145.0,22.0,145,29.0,50.0,120.0,Polvo/Primavera,22.0,29.0,50.0,120.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,85.0,0.6804356791856793
2022-03-15,145.0,106.0,145,96.0,50.0,120.0,Polvo/Primavera,106.0,96.0,50.0,120.0,1.0,ALP 2500,146,29,49,52,16,33,43590,2537,1600,2,1,1,1,10.0,3,57,26,55,85.0,0.6804356791856793
